text	site	step_label	domain	source_file	source_type	el_visible	el_width	el_height	el_x	el_y	el_tag	label	Pattern Category	confidence
₹57971% off	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							1	Urgency	0.6610506703407735
Best in the market!	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.6032368495682816
Awesome product in best price	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.5370808671518099
Saba Khan	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.7696432425036468
4 months ago	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							1	Social Proof	0.5346440190929934
4. RAMOLI Cotton Double Flat 1...	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.7984145736884194
₹34173% off	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							1	Urgency	0.6610506703407735
Nice and favolus products thank you flipkart family	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.7886434299734854
Srikant Kumar	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.7696432425036468
6 days ago	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							1	Social Proof	0.528053209698241
5. HANSHI Cotton King Flat 260...	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.7629671799406137
4.32,591 Ratings&165 Reviews	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.768068378721095
₹44877% off	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							1	Urgency	0.6610506703407735
Somanath Behera	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.7696432425036468
May, 2025	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.677794565426679
I m writing after use of this product it is valuable of money	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.6822631218515609
Ruchika sharma	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							0	Not Dark Pattern	0.7696432425036468
4 days ago	flipkart	product	indian	step02_product_20260805_223527.txt	txt_body							1	Social Proof	0.528053209698241
Proceed to Cart	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.6064660944768238
Sport Nutrition	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Creatine	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Pre Workout	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
BCAA	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Mass Gainer	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Raw Whey Proteins	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Plant Proteins	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7891177674437824
Collagen	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Glutathione	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Multivitamins	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Fish Oil	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7890692926193671
Biotin	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
DHT Blocker	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Calcium	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Vitamin D	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Peanut Butter	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Oats	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Muesli	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Meal Replacement	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Apple Cider Vinegar	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Nutrition for Children	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.5061529951939499
Upto 60% Off	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.5211544363742546
Upto 55% Off	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	1	Urgency	0.516501188265415
Starts @949	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Blogs	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	True	94.75	53.0	617.5499877929688	96.80000305175781	A	0	Not Dark Pattern	0.7696432425036468
Gift Card	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	True	110.63750457763672	51.0	712.2999877929688	97.80000305175781	A	0	Not Dark Pattern	0.7897214434496356
Email us	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7331428930672225
Lean Muscle Mass	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Bulk Gain	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Stress & Relaxation	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Bodybuilding	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Lean	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Fat Burners	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Soy Proteins	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Gym Essentials	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7405019901357837
Bulk	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Mass Gainers	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Pre/Post Workouts	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7640729040429637
Casein Proteins	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Creatines	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Carb Blends	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Muscle Building Equipment	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Weight Gainer	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7908935566321158
Athletic	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Aminos Acids/BCAAs	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Pre-Workouts	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Fitness Equipments	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Electrolyte	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Citrulline Malate	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
MuscleBlaze	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Ultimate Nutrition	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7316856153413623
Myprotein	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
MuscleTech	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Isopure	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Dymatize	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Six Pack Nutrition	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7712293113582376
Tara Nutricare	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Muscleblaze	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
TrueBasics	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Fuel One	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.6615337731143716
Ronnie Coleman	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7576258779375186
Optimum Nutrition	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
MyProtein	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Cellucor	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
One Science	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.6615337731143716
AS-IT-IS Nutrition	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7389939871897077
Scivation	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Vitamins & supplements	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Healthkart HK Vitals	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
INLIFE	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Natures Velvet	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
NutraFirst	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Plix Olena	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
HealthyHey Nutrition	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Myfitness	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Yoga Bar	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Gritzo	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Amway	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Fitness	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Noise	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
MuscleXP	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Biofit	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Wellness	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Man Arden	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Fat Burner	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Acai	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Other supplements	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.6871678793287646
Herbs for Weight Management	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7344936388692687
Garcinia Cambogia	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Forskolin	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Raspberry Ketones	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Ginseng	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Guggul	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Grape Seed Extract	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Milk Thistle	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Cereals	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Low Calorie Meal	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.643799886271692
Meal Replacement Shakes	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7806486945921256
Bars	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Energy Drinks	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7524115630587556
Cooking Oils & Sprays	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Aloe Vera Juice	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7973087793850295
HealthKart	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Incredio	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Guarana	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Bragg	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Primaforce	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Dr.Patkar's	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
True Elements	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7793870716211201
Fitness Equipment	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Omega Fatty Acids	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
CoQ10	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Arjuna	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
L-Arginine	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Stevia	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Alpha Lipoic Acid	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Fenugreek	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Chromium	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Spirulina	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Magnesium	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Glucosamine	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Vitamin K	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Omega 3	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Turmeric	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Immunity	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.782004140373229
Vitamin C	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Echinacea	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Zinc	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Amla	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Selenium	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Noni Juice	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7973087793850295
Iron	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7892339168628314
B-Complex	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Probiotics	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Colostrum	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Flaxseed Oil	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7890692926193671
Psyllium Husk	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Garlic	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Brain & Memory	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.794523885784129
Ginkgo Biloba	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Antioxidants	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Krill Oil	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7890692926193671
L-Tyrosine	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Other Herbs	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.6871678793287646
Ashwagandha	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Other Concerns	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7346134387258771
Energy	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7524115630587556
Speciality Oils	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Speciality Shampoos	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7696432425036468
Speciality Conditioners	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7875560763024323
Dandruff Control	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7932471151712465
Acne Control Moisturizer	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7976622780142595
Anti Acne Gel	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7466420540431832
Acne Control Kit	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7806543098692482
Anti Acne Mask	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7466420540431832
Anti Ageing	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.716669880852731
Anti Ageing Cleanser	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.716669880852731
Anti Ageing Moisturizer	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.716669880852731
Anti Wrinkle Lotion	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.716669880852731
Anti Ageing Kit	HealthKart	landing	indian	step01_landing_20260812_205718.json	json_element	False	0.0	0.0	0.0	0.0	A	0	Not Dark Pattern	0.7095753673084697
